line_id	line
3247	incidentally for the re-discovery of the Lost Icelandic Colonies of
3248	"Old Greenland; in this admirable volume, all standers of mast-heads
are furnished with a charmingly circumstantial account of the then
recently invented CROW'S-NEST of the Glacier, which was the name of
Captain Sleet's good craft.  He called it the SLEET'S CROW'S-NEST, in
honour of himself; he being the original inventor and patentee, and
free from all ridiculous false delicacy, and holding that if we call
our own children after our own names (we fathers being the original
inventors and patentees), so likewise should we denominate after
ourselves any other apparatus we may beget.  In shape, the Sleet's
crow's-nest is something like a large tierce or pipe; it is open
above, however, where it is furnished with a movable side-screen to
keep to windward of your head in a hard gale.  Being fixed on the
summit of the mast, you ascend into it through a little trap-hatch in
the bottom.  On the after side, or side next the stern of the ship,
is a comfortable seat, with a locker underneath for umbrellas,
comforters, and coats.  In front is a leather rack, in which to keep
your speaking trumpet, pipe, telescope, and other nautical
conveniences.  When Captain Sleet in person stood his mast-head in
this crow's-nest of his, he tells us that he always had a rifle with
him (also fixed in the rack), together with a powder flask and shot,
for the purpose of popping off the stray narwhales, or vagrant sea
unicorns infesting those waters; for you cannot successfully shoot at
them from the deck owing to the resistance of the water, but to shoot
down upon them is a very different thing.  Now, it was plainly a
labor of love for Captain Sleet to describe, as he does, all the
little detailed conveniences of his crow's-nest; but though he so
enlarges upon many of these, and though he treats us to a very
scientific account of his experiments in this crow's-nest, with a
small compass he kept there for the purpose of counteracting the
errors resulting from what is called the local attraction of all
binnacle magnets; an error ascribable to the horizontal vicinity of
the iron in the ship's planks, and in the Glacier's case, perhaps, to
there having been so many broken-down blacksmiths among her crew; I
say, that though the Captain is very discreet and scientific here,
yet, for all his learned binnacle deviations, azimuth compass"
3249	"observations, and approximate errors, he knows very well, Captain
Sleet, that he was not so much immersed in those profound magnetic
meditations, as to fail being attracted occasionally towards that
well replenished little case-bottle, so nicely tucked in on one side
of his crow's nest, within easy reach of his hand.  Though, upon the
whole, I greatly admire and even love the brave, the honest, and
learned Captain; yet I take it very ill of him that he should so
utterly ignore that case-bottle, seeing what a faithful friend and
comforter it must have been, while with mittened fingers and hooded
head he was studying the mathematics aloft there in that bird's nest
within three or four perches of the pole.

But if we Southern whale-fishers are not so snugly housed aloft as
Captain Sleet and his Greenlandmen were; yet that disadvantage is
greatly counter-balanced by the widely contrasting serenity of those
seductive seas in which we South fishers mostly float.  For one, I
used to lounge up the rigging very leisurely, resting in the top to
have a chat with Queequeg, or any one else off duty whom I might find
there; then ascending a little way further, and throwing a lazy leg
over the top-sail yard, take a preliminary view of the watery
pastures, and so at last mount to my ultimate destination.

Let me make a clean breast of it here, and frankly admit that I kept
but sorry guard.  With the problem of the universe revolving in me,
how could I--being left completely to myself at such a
thought-engendering altitude--how could I but lightly hold my
obligations to observe all whale-ships' standing orders, Keep your"
3250	"weather eye open, and sing out every time.

And let me in this place movingly admonish you, ye ship-owners of
Nantucket!  Beware of enlisting in your vigilant fisheries any lad
with lean brow and hollow eye; given to unseasonable meditativeness;
and who offers to ship with the Phaedon instead of Bowditch in his
head.  Beware of such an one, I say; your whales must be seen before
they can be killed; and this sunken-eyed young Platonist will tow you
ten wakes round the world, and never make you one pint of sperm the
richer.  Nor are these monitions at all unneeded.  For nowadays, the
whale-fishery furnishes an asylum for many romantic, melancholy, and
absent-minded young men, disgusted with the carking cares of earth,
and seeking sentiment in tar and blubber.  Childe Harold not
unfrequently perches himself upon the mast-head of some luckless
disappointed whale-ship, and in moody phrase ejaculates:--

Roll on, thou deep and dark blue ocean, roll!  Ten thousand"
3251	"blubber-hunters sweep over thee in vain.

Very often do the captains of such ships take those absent-minded
young philosophers to task, upbraiding them with not feeling
sufficient interest in the voyage; half-hinting that they are so
hopelessly lost to all honourable ambition, as that in their secret
souls they would rather not see whales than otherwise.  But all in
vain; those young Platonists have a notion that their vision is
imperfect; they are short-sighted; what use, then, to strain the
visual nerve?  They have left their opera-glasses at home.

Why, thou monkey, said a harpooneer to one of these lads, we've"
3252	been cruising now hard upon three years, and thou hast not raised a
3253	whale yet.  Whales are scarce as hen's teeth whenever thou art up
3254	"here.  Perhaps they were; or perhaps there might have been shoals of
them in the far horizon; but lulled into such an opium-like
listlessness of vacant, unconscious reverie is this absent-minded
youth by the blending cadence of waves with thoughts, that at last he
loses his identity; takes the mystic ocean at his feet for the
visible image of that deep, blue, bottomless soul, pervading mankind
and nature; and every strange, half-seen, gliding, beautiful thing
that eludes him; every dimly-discovered, uprising fin of some
undiscernible form, seems to him the embodiment of those elusive
thoughts that only people the soul by continually flitting through
it.  In this enchanted mood, thy spirit ebbs away to whence it came;
becomes diffused through time and space; like Crammer's sprinkled
Pantheistic ashes, forming at last a part of every shore the round
globe over.

There is no life in thee, now, except that rocking life imparted by a
gently rolling ship; by her, borrowed from the sea; by the sea, from
the inscrutable tides of God.  But while this sleep, this dream is on
ye, move your foot or hand an inch; slip your hold at all; and your
identity comes back in horror.  Over Descartian vortices you hover.
And perhaps, at mid-day, in the fairest weather, with one
half-throttled shriek you drop through that transparent air into the
summer sea, no more to rise for ever.  Heed it well, ye Pantheists!



CHAPTER 36

The Quarter-Deck.


(ENTER AHAB: THEN, ALL)


It was not a great while after the affair of the pipe, that one
morning shortly after breakfast, Ahab, as was his wont, ascended the
cabin-gangway to the deck.  There most sea-captains usually walk at
that hour, as country gentlemen, after the same meal, take a few
turns in the garden.

Soon his steady, ivory stride was heard, as to and fro he paced his
old rounds, upon planks so familiar to his tread, that they were all
over dented, like geological stones, with the peculiar mark of his
walk.  Did you fixedly gaze, too, upon that ribbed and dented brow;
there also, you would see still stranger foot-prints--the foot-prints
of his one unsleeping, ever-pacing thought.

But on the occasion in question, those dents looked deeper, even as
his nervous step that morning left a deeper mark.  And, so full of
his thought was Ahab, that at every uniform turn that he made, now at
the main-mast and now at the binnacle, you could almost see that
thought turn in him as he turned, and pace in him as he paced; so
completely possessing him, indeed, that it all but seemed the inward
mould of every outer movement.

D'ye mark him, Flask? whispered Stubb; the chick that's in him"
3255	"pecks the shell.  'Twill soon be out.

The hours wore on;--Ahab now shut up within his cabin; anon, pacing
the deck, with the same intense bigotry of purpose in his aspect.

It drew near the close of day.  Suddenly he came to a halt by the
bulwarks, and inserting his bone leg into the auger-hole there, and
with one hand grasping a shroud, he ordered Starbuck to send
everybody aft.

Sir! said the mate, astonished at an order seldom or never given on
ship-board except in some extraordinary case.

Send everybody aft, repeated Ahab.  Mast-heads, there! come down!

When the entire ship's company were assembled, and with curious and
not wholly unapprehensive faces, were eyeing him, for he looked not
unlike the weather horizon when a storm is coming up, Ahab, after
rapidly glancing over the bulwarks, and then darting his eyes among
the crew, started from his standpoint; and as though not a soul were
nigh him resumed his heavy turns upon the deck.  With bent head and
half-slouched hat he continued to pace, unmindful of the wondering
whispering among the men; till Stubb cautiously whispered to Flask,
that Ahab must have summoned them there for the purpose of witnessing
a pedestrian feat.  But this did not last long.  Vehemently pausing,
he cried:--

What do ye do when ye see a whale, men?

Sing out for him! was the impulsive rejoinder from a score of
clubbed voices.

Good! cried Ahab, with a wild approval in his tones; observing the
hearty animation into which his unexpected question had so
magnetically thrown them.

And what do ye next, men?

Lower away, and after him!

And what tune is it ye pull to, men?

A dead whale or a stove boat!

More and more strangely and fiercely glad and approving, grew the
countenance of the old man at every shout; while the mariners began
to gaze curiously at each other, as if marvelling how it was that
they themselves became so excited at such seemingly purposeless
questions.

But, they were all eagerness again, as Ahab, now half-revolving in
his pivot-hole, with one hand reaching high up a shroud, and tightly,
almost convulsively grasping it, addressed them thus:--

All ye mast-headers have before now heard me give orders about a"
3256	"white whale.  Look ye! d'ye see this Spanish ounce of gold?--holding
up a broad bright coin to the sun--it is a sixteen dollar piece,"
3257	"men.  D'ye see it?  Mr. Starbuck, hand me yon top-maul.

While the mate was getting the hammer, Ahab, without speaking, was
slowly rubbing the gold piece against the skirts of his jacket, as if
to heighten its lustre, and without using any words was meanwhile
lowly humming to himself, producing a sound so strangely muffled and
inarticulate that it seemed the mechanical humming of the wheels of
his vitality in him.

Receiving the top-maul from Starbuck, he advanced towards the
main-mast with the hammer uplifted in one hand, exhibiting the gold
with the other, and with a high raised voice exclaiming: Whosoever"
3258	of ye raises me a white-headed whale with a wrinkled brow and a
3259	crooked jaw; whosoever of ye raises me that white-headed whale, with
3260	three holes punctured in his starboard fluke--look ye, whosoever of
3261	ye raises me that same white whale, he shall have this gold ounce, my
3262	"boys!

Huzza! huzza! cried the seamen, as with swinging tarpaulins they
hailed the act of nailing the gold to the mast.

It's a white whale, I say, resumed Ahab, as he threw down the
topmaul: a white whale.  Skin your eyes for him, men; look sharp for"
3263	"white water; if ye see but a bubble, sing out.

All this while Tashtego, Daggoo, and Queequeg had looked on with even
more intense interest and surprise than the rest, and at the mention
of the wrinkled brow and crooked jaw they had started as if each was
separately touched by some specific recollection.

Captain Ahab, said Tashtego, that white whale must be the same"
3264	"that some call Moby Dick.

Moby Dick? shouted Ahab.  Do ye know the white whale then, Tash?

Does he fan-tail a little curious, sir, before he goes down? said
the Gay-Header deliberately.

And has he a curious spout, too, said Daggoo, very bushy, even for"
3265	"a parmacetty, and mighty quick, Captain Ahab?

And he have one, two, three--oh! good many iron in him hide, too,"
3266	Captain, cried Queequeg disjointedly, all twiske-tee be-twisk, like
3267	"him--him-- faltering hard for a word, and screwing his hand round
and round as though uncorking a bottle--like him--him--

Corkscrew! cried Ahab, aye, Queequeg, the harpoons lie all twisted"
3268	and wrenched in him; aye, Daggoo, his spout is a big one, like a
3269	whole shock of wheat, and white as a pile of our Nantucket wool after
3270	the great annual sheep-shearing; aye, Tashtego, and he fan-tails like
3271	a split jib in a squall.  Death and devils! men, it is Moby Dick ye
3272	"have seen--Moby Dick--Moby Dick!

Captain Ahab, said Starbuck, who, with Stubb and Flask, had thus
far been eyeing his superior with increasing surprise, but at last
seemed struck with a thought which somewhat explained all the wonder.
Captain Ahab, I have heard of Moby Dick--but it was not Moby Dick"
3273	"that took off thy leg?

Who told thee that? cried Ahab; then pausing, Aye, Starbuck; aye,"
3274	my hearties all round; it was Moby Dick that dismasted me; Moby Dick
3275	"that brought me to this dead stump I stand on now.  Aye, aye, he
shouted with a terrific, loud, animal sob, like that of a
heart-stricken moose; Aye, aye! it was that accursed white whale"
3276	"that razeed me; made a poor pegging lubber of me for ever and a day!
Then tossing both arms, with measureless imprecations he shouted
out: Aye, aye! and I'll chase him round Good Hope, and round the"
3277	Horn, and round the Norway Maelstrom, and round perdition's flames
3278	before I give him up.  And this is what ye have shipped for, men! to
3279	chase that white whale on both sides of land, and over all sides of
3280	earth, till he spouts black blood and rolls fin out.  What say ye,
3281	"men, will ye splice hands on it, now?  I think ye do look brave.

Aye, aye! shouted the harpooneers and seamen, running closer to the
excited old man: A sharp eye for the white whale; a sharp lance for"
3282	"Moby Dick!

God bless ye, he seemed to half sob and half shout.  God bless ye,"
3283	men.  Steward! go draw the great measure of grog.  But what's this
3284	long face about, Mr. Starbuck; wilt thou not chase the white whale?
3285	"art not game for Moby Dick?

I am game for his crooked jaw, and for the jaws of Death too,"
3286	Captain Ahab, if it fairly comes in the way of the business we
3287	follow; but I came here to hunt whales, not my commander's vengeance.
3288	How many barrels will thy vengeance yield thee even if thou gettest
3289	it, Captain Ahab? it will not fetch thee much in our Nantucket
3290	"market.

Nantucket market!  Hoot!  But come closer, Starbuck; thou requirest"
3291	a little lower layer.  If money's to be the measurer, man, and the
3292	accountants have computed their great counting-house the globe, by
3293	girdling it with guineas, one to every three parts of an inch; then,
3294	"let me tell thee, that my vengeance will fetch a great premium HERE!

He smites his chest, whispered Stubb, what's that for? methinks it"
3295	"rings most vast, but hollow.

Vengeance on a dumb brute! cried Starbuck, that simply smote thee"
3296	from blindest instinct!  Madness!  To be enraged with a dumb thing,
3297	"Captain Ahab, seems blasphemous.

Hark ye yet again--the little lower layer.  All visible objects,"
3298	man, are but as pasteboard masks.  But in each event--in the living
3299	act, the undoubted deed--there, some unknown but still reasoning
3300	thing puts forth the mouldings of its features from behind the
3301	unreasoning mask.  If man will strike, strike through the mask!  How
3302	can the prisoner reach outside except by thrusting through the wall?
3303	To me, the white whale is that wall, shoved near to me.  Sometimes I
3304	think there's naught beyond.  But 'tis enough.  He tasks me; he heaps
3305	me; I see in him outrageous strength, with an inscrutable malice
3306	sinewing it.  That inscrutable thing is chiefly what I hate; and be
3307	the white whale agent, or be the white whale principal, I will wreak
3308	that hate upon him.  Talk not to me of blasphemy, man; I'd strike the
3309	sun if it insulted me.  For could the sun do that, then could I do
3310	the other; since there is ever a sort of fair play herein, jealousy
3311	presiding over all creations.  But not my master, man, is even that
3312	fair play.  Who's over me?  Truth hath no confines.  Take off thine
3313	eye! more intolerable than fiends' glarings is a doltish stare!  So,
3314	so; thou reddenest and palest; my heat has melted thee to anger-glow.
3315	But look ye, Starbuck, what is said in heat, that thing unsays
3316	itself.  There are men from whom warm words are small indignity.  I
3317	meant not to incense thee.  Let it go.  Look! see yonder Turkish
3318	cheeks of spotted tawn--living, breathing pictures painted by the
3319	sun.  The Pagan leopards--the unrecking and unworshipping things,
3320	that live; and seek, and give no reasons for the torrid life they
3321	feel!  The crew, man, the crew!  Are they not one and all with Ahab,
3322	in this matter of the whale?  See Stubb! he laughs!  See yonder
3323	Chilian! he snorts to think of it.  Stand up amid the general
3324	hurricane, thy one tost sapling cannot, Starbuck!  And what is it?
3325	Reckon it.  'Tis but to help strike a fin; no wondrous feat for
3326	Starbuck.  What is it more?  From this one poor hunt, then, the best
3327	lance out of all Nantucket, surely he will not hang back, when every
3328	foremast-hand has clutched a whetstone?  Ah! constrainings seize
3329	thee; I see! the billow lifts thee!  Speak, but speak!--Aye, aye! thy
3330	silence, then, THAT voices thee.  (ASIDE) Something shot from my
3331	dilated nostrils, he has inhaled it in his lungs.  Starbuck now is
3332	"mine; cannot oppose me now, without rebellion.

God keep me!--keep us all! murmured Starbuck, lowly.

But in his joy at the enchanted, tacit acquiescence of the mate, Ahab
did not hear his foreboding invocation; nor yet the low laugh from
the hold; nor yet the presaging vibrations of the winds in the
cordage; nor yet the hollow flap of the sails against the masts, as
for a moment their hearts sank in.  For again Starbuck's downcast
eyes lighted up with the stubbornness of life; the subterranean laugh
died away; the winds blew on; the sails filled out; the ship heaved
and rolled as before.  Ah, ye admonitions and warnings! why stay ye
not when ye come?  But rather are ye predictions than warnings, ye
shadows!  Yet not so much predictions from without, as verifications
of the foregoing things within.  For with little external to
constrain us, the innermost necessities in our being, these still
drive us on.

The measure! the measure! cried Ahab.

Receiving the brimming pewter, and turning to the harpooneers, he
ordered them to produce their weapons.  Then ranging them before him
near the capstan, with their harpoons in their hands, while his three
mates stood at his side with their lances, and the rest of the ship's
company formed a circle round the group; he stood for an instant
searchingly eyeing every man of his crew.  But those wild eyes met
his, as the bloodshot eyes of the prairie wolves meet the eye of
their leader, ere he rushes on at their head in the trail of the
bison; but, alas! only to fall into the hidden snare of the Indian.

Drink and pass! he cried, handing the heavy charged flagon to the
nearest seaman.  The crew alone now drink.  Round with it, round!"
3333	Short draughts--long swallows, men; 'tis hot as Satan's hoof.  So,
3334	so; it goes round excellently.  It spiralizes in ye; forks out at the
3335	serpent-snapping eye.  Well done; almost drained.  That way it went,
3336	this way it comes.  Hand it me--here's a hollow!  Men, ye seem the
3337	years; so brimming life is gulped and gone.  Steward, refill!
3338	
3339	"Attend now, my braves.  I have mustered ye all round this capstan;
and ye mates, flank me with your lances; and ye harpooneers, stand
there with your irons; and ye, stout mariners, ring me in, that I may
in some sort revive a noble custom of my fisherman fathers before
me.  O men, you will yet see that--Ha! boy, come back? bad pennies
come not sooner.  Hand it me.  Why, now, this pewter had run brimming
again, were't not thou St. Vitus' imp--away, thou ague!

Advance, ye mates!  Cross your lances full before me.  Well done!"
3340	"Let me touch the axis.  So saying, with extended arm, he grasped the
three level, radiating lances at their crossed centre; while so
doing, suddenly and nervously twitched them; meanwhile, glancing
intently from Starbuck to Stubb; from Stubb to Flask.  It seemed as
though, by some nameless, interior volition, he would fain have
shocked into them the same fiery emotion accumulated within the
Leyden jar of his own magnetic life.  The three mates quailed before
his strong, sustained, and mystic aspect.  Stubb and Flask looked
sideways from him; the honest eye of Starbuck fell downright.

In vain! cried Ahab; but, maybe, 'tis well.  For did ye three but"
3341	once take the full-forced shock, then mine own electric thing, THAT
3342	had perhaps expired from out me.  Perchance, too, it would have
3343	dropped ye dead.  Perchance ye need it not.  Down lances!  And now,
3344	ye mates, I do appoint ye three cupbearers to my three pagan kinsmen
3345	there--yon three most honourable gentlemen and noblemen, my valiant
3346	harpooneers.  Disdain the task?  What, when the great Pope washes the
3347	feet of beggars, using his tiara for ewer?  Oh, my sweet cardinals!
3348	your own condescension, THAT shall bend ye to it.  I do not order ye;
3349	"ye will it.  Cut your seizings and draw the poles, ye harpooneers!

Silently obeying the order, the three harpooneers now stood with the
detached iron part of their harpoons, some three feet long, held,
barbs up, before him.

Stab me not with that keen steel!  Cant them; cant them over! know"
3350	ye not the goblet end?  Turn up the socket!  So, so; now, ye
3351	"cup-bearers, advance.  The irons! take them; hold them while I fill!
Forthwith, slowly going from one officer to the other, he brimmed
the harpoon sockets with the fiery waters from the pewter.

Now, three to three, ye stand.  Commend the murderous chalices!"
3352	Bestow them, ye who are now made parties to this indissoluble league.
3353	Ha!  Starbuck! but the deed is done!  Yon ratifying sun now waits to
3354	sit upon it.  Drink, ye harpooneers! drink and swear, ye men that man
3355	the deathful whaleboat's bow--Death to Moby Dick!  God hunt us all,
